employee_id,department,commute_time_minutes
Employee_0874,Department_B,26.7
Employee_0875,Department_C,67.4
Employee_0876,Department_D,36.9
Employee_0877,Department_B,55.8
Employee_0878,Department_B,55.7
Employee_0879,Department_C,29.0
Employee_0880,Department_C,45.4
Employee_0881,Department_B,43.8
Employee_0882,Department_C,46.1
Employee_0883,Department_D,49.5
Employee_0884,Department_B,58.2
Employee_0885,Department_A,42.8
Employee_0886,Department_B,43.2
Employee_0887,Department_B,57.1
Employee_0888,Department_A,48.4
Employee_0889,Department_A,50.0
Employee_0890,Department_C,32.7
Employee_0891,Department_B,33.5
Employee_0892,Department_D,40.8
Employee_0893,Department_A,35.2
Employee_0894,Department_A,50.6
Employee_0895,Department_C,50.7
Employee_0896,Department_D,45.3
Employee_0897,Department_A,57.7
Employee_0898,Department_A,57.1
Employee_0899,Department_A,44.7
Employee_0900,Department_B,36.0
Employee_0901,Department_B,62.3
Employee_0902,Department_A,41.3
Employee_0903,Department_A,43.4
Employee_0904,Department_B,41.3
Employee_0905,Department_D,37.2
Employee_0906,Department_C,23.8
Employee_0907,Department_B,52.0
Employee_0908,Department_A,33.4
Employee_0909,Department_A,75.7
Employee_0910,Department_A,30.1
Employee_0911,Department_C,26.2
Employee_0912,Department_D,52.6
Employee_0913,Department_D,63.8
Employee_0914,Department_D,47.7
Employee_0915,Department_D,53.3
Employee_0916,Department_D,26.7
Employee_0917,Department_A,34.5
Employee_0918,Department_A,30.2
Employee_0919,Department_B,24.2
Employee_0920,Department_C,41.3
Employee_0921,Department_A,17.3
Employee_0922,Department_D,32.5
Employee_0923,Department_C,34.1
Employee_0924,Department_B,35.9
Employee_0925,Department_A,46.4
Employee_0926,Department_A,45.4
Employee_0927,Department_A,51.8
Employee_0928,Department_D,55.3
Employee_0929,Department_C,52.5
Employee_0930,Department_C,40.0
Employee_0931,Department_A,45.3
Employee_0932,Department_B,50.6
Employee_0933,Department_B,46.6
Employee_0934,Department_C,35.6
Employee_0935,Department_C,36.3
Employee_0936,Department_A,33.0
Employee_0937,Department_D,51.6
Employee_0938,Department_A,41.0
Employee_0939,Department_D,39.7
Employee_0940,Department_A,34.7
Employee_0941,Department_A,28.7
Employee_0942,Department_D,57.8
Employee_0943,Department_A,42.9
Employee_0944,Department_B,35.5
Employee_0945,Department_B,53.9
Employee_0946,Department_A,35.8
Employee_0947,Department_C,24.5
Employee_0948,Department_D,58.2
Employee_0949,Department_D,41.1
Employee_0950,Department_B,40.5
Employee_0951,Department_B,45.5
Employee_0952,Department_A,54.6
Employee_0953,Department_A,42.2
Employee_0954,Department_A,28.8
Employee_0955,Department_D,53.0
Employee_0956,Department_D,41.7
Employee_0957,Department_C,60.8
Employee_0958,Department_B,45.0
Employee_0959,Department_B,20.4
Employee_0960,Department_B,48.9
Employee_0961,Department_B,66.4
Employee_0962,Department_B,62.3
Employee_0963,Department_A,62.1
Employee_0964,Department_A,30.8
Employee_0965,Department_D,57.0
Employee_0966,Department_B,37.1
Employee_0967,Department_D,49.5
Employee_0968,Department_A,28.0
Employee_0969,Department_C,32.9
Employee_0970,Department_A,34.6
Employee_0971,Department_A,51.9
Employee_0972,Department_A,50.8
Employee_0973,Department_A,45.0
Employee_0974,Department_D,32.1
Employee_0975,Department_B,41.6
Employee_0976,Department_C,31.8
Employee_0977,Department_B,54.6
Employee_0978,Department_B,58.0
Employee_0979,Department_B,56.6
Employee_0980,Department_A,33.7
Employee_0981,Department_D,16.9
Employee_0982,Department_D,27.6
Employee_0983,Department_C,55.6
Employee_0984,Department_B,40.6
Employee_0985,Department_A,33.7
Employee_0986,Department_D,65.1
Employee_0987,Department_B,58.9
Employee_0988,Department_A,42.3
Employee_0989,Department_B,41.8
Employee_0990,Department_C,38.5
Employee_0991,Department_C,42.5
Employee_0992,Department_C,57.6
Employee_0993,Department_C,44.6
Employee_0994,Department_A,50.0
Employee_0995,Department_D,59.9
Employee_0996,Department_B,32.1
Employee_0997,Department_C,48.3
Employee_0998,Department_A,38.8
Employee_0999,Department_D,19.3
Employee_1000,Department_A,18.6
Employee_1001,Department_A,30.8
Employee_1002,Department_B,50.8
Employee_1003,Department_A,43.3
Employee_1004,Department_A,44.0
Employee_1005,Department_C,61.5
Employee_1006,Department_B,31.0
Employee_1007,Department_D,46.7
Employee_1008,Department_B,48.3
Employee_1009,Department_C,31.9
Employee_1010,Department_B,45.3
Employee_1011,Department_C,22.4
Employee_1012,Department_C,55.5
Employee_1013,Department_B,37.5
Employee_1014,Department_D,69.3
Employee_1015,Department_B,44.6
Employee_1016,Department_A,53.3
Employee_1017,Department_C,39.4
Employee_1018,Department_D,46.7
Employee_1019,Department_A,35.6
Employee_1020,Department_B,46.3
Employee_1021,Department_D,50.5
Employee_1022,Department_C,31.4
Employee_1023,Department_D,45.6
Employee_1024,Department_B,38.3
Employee_1025,Department_C,65.3
Employee_1026,Department_B,44.0
Employee_1027,Department_D,64.0
Employee_1028,Department_B,42.8
Employee_1029,Department_C,42.9
Employee_1030,Department_B,30.5
Employee_1031,Department_C,35.1
Employee_1032,Department_C,42.3
Employee_1033,Department_B,62.4
Employee_1034,Department_D,49.4
Employee_1035,Department_B,60.2
Employee_1036,Department_C,47.0
Employee_1037,Department_B,62.9
Employee_1038,Department_B,44.4
Employee_1039,Department_B,71.3
Employee_1040,Department_A,36.7
Employee_1041,Department_A,33.6
Employee_1042,Department_C,26.7
Employee_1043,Department_C,65.6
Employee_1044,Department_C,49.0
Employee_1045,Department_A,38.3
Employee_1046,Department_B,58.7
Employee_1047,Department_A,49.6
Employee_1048,Department_C,61.6
Employee_1049,Department_D,30.0
Employee_1050,Department_A,39.1
Employee_1051,Department_C,34.9
Employee_1052,Department_A,20.3
Employee_1053,Department_A,53.7
Employee_1054,Department_A,39.0
Employee_1055,Department_A,50.1
Employee_1056,Department_C,66.0
Employee_1057,Department_D,43.1
Employee_1058,Department_A,37.4
Employee_1059,Department_B,46.3
Employee_1060,Department_C,50.9
Employee_1061,Department_D,40.8
Employee_1062,Department_C,33.1
Employee_1063,Department_A,53.6
Employee_1064,Department_C,44.2
Employee_1065,Department_B,22.5
Employee_1066,Department_D,33.5
Employee_1067,Department_B,61.5
Employee_1068,Department_C,44.4
Employee_1069,Department_A,33.6
Employee_1070,Department_B,43.1
Employee_1071,Department_D,47.1
Employee_1072,Department_C,48.1
Employee_1073,Department_B,30.1
Employee_1074,Department_D,37.7
Employee_1075,Department_D,50.0
Employee_1076,Department_B,43.9
Employee_1077,Department_B,51.3
Employee_1078,Department_B,31.5
Employee_1079,Department_C,43.9
Employee_1080,Department_B,57.0
Employee_1081,Department_A,47.4
Employee_1082,Department_D,48.5
Employee_1083,Department_D,45.9
Employee_1084,Department_D,37.8
Employee_1085,Department_D,46.2
Employee_1086,Department_C,53.9
Employee_1087,Department_C,38.7
Employee_1088,Department_C,30.2
Employee_1089,Department_B,39.6
Employee_1090,Department_B,47.2
Employee_1091,Department_A,37.9
Employee_1092,Department_C,45.3
Employee_1093,Department_A,47.8
Employee_1094,Department_A,51.8
Employee_1095,Department_C,55.7
Employee_1096,Department_B,56.0
Employee_1097,Department_A,31.7
Employee_1098,Department_D,37.1
Employee_1099,Department_D,46.2
Employee_1100,Department_A,37.0
Employee_1101,Department_A,29.5
Employee_1102,Department_B,40.1
Employee_1103,Department_C,34.8
Employee_1104,Department_D,39.6
Employee_1105,Department_A,38.5
Employee_1106,Department_C,53.0
Employee_1107,Department_A,44.2
Employee_1108,Department_B,72.2
Employee_1109,Department_D,48.9
Employee_1110,Department_A,38.8
Employee_1111,Department_A,42.0
Employee_1112,Department_B,47.8
Employee_1113,Department_C,44.8
Employee_1114,Department_D,69.8
Employee_1115,Department_D,37.7
Employee_1116,Department_A,51.4
Employee_1117,Department_A,44.3
Employee_1118,Department_C,22.7
Employee_1119,Department_A,50.5
Employee_1120,Department_D,60.9
Employee_1121,Department_C,30.6
Employee_1122,Department_A,41.9
Employee_1123,Department_D,28.0
Employee_1124,Department_A,28.2
Employee_1125,Department_B,56.5
Employee_1126,Department_C,34.9
Employee_1127,Department_B,32.8
Employee_1128,Department_C,42.5
Employee_1129,Department_C,34.3
Employee_1130,Department_D,41.8
Employee_1131,Department_D,55.1
Employee_1132,Department_B,32.2
Employee_1133,Department_A,32.0
Employee_1134,Department_C,41.7
Employee_1135,Department_D,57.7
Employee_1136,Department_B,58.6
Employee_1137,Department_B,37.7
Employee_1138,Department_B,55.3
Employee_1139,Department_A,33.4
Employee_1140,Department_C,60.1
Employee_1141,Department_B,32.5
Employee_1142,Department_C,54.6
Employee_1143,Department_D,39.8
Employee_1144,Department_D,69.1
Employee_1145,Department_B,51.5
Employee_1146,Department_B,33.8
Employee_1147,Department_C,34.3
Employee_1148,Department_D,55.6
Employee_1149,Department_B,56.6
Employee_1150,Department_D,46.2
Employee_1151,Department_A,42.5
Employee_1152,Department_D,55.3
Employee_1153,Department_A,43.4
Employee_1154,Department_A,27.8
Employee_1155,Department_B,36.1
Employee_1156,Department_A,44.6
Employee_1157,Department_A,55.4
Employee_1158,Department_A,59.8
Employee_1159,Department_B,53.6
Employee_1160,Department_C,43.2
Employee_1161,Department_A,50.2
Employee_1162,Department_C,32.7
Employee_1163,Department_D,45.3
Employee_1164,Department_A,32.9
Employee_1165,Department_A,28.3
Employee_1166,Department_D,50.7
Employee_1167,Department_D,49.0
Employee_1168,Department_B,52.6
Employee_1169,Department_D,53.0
Employee_1170,Department_A,44.7
Employee_1171,Department_B,51.1
Employee_1172,Department_C,39.5
Employee_1173,Department_A,46.5
Employee_1174,Department_C,32.0
Employee_1175,Department_B,49.1
Employee_1176,Department_C,47.4
Employee_1177,Department_B,37.6
Employee_1178,Department_B,45.6
Employee_1179,Department_A,35.1
Employee_1180,Department_A,36.2
Employee_1181,Department_C,27.6
Employee_1182,Department_A,55.9
Employee_1183,Department_A,53.7
Employee_1184,Department_A,47.9
Employee_1185,Department_A,63.7
Employee_1186,Department_D,44.9
Employee_1187,Department_B,78.3
Employee_1188,Department_D,44.5
Employee_1189,Department_A,44.8
Employee_1190,Department_C,35.6
Employee_1191,Department_B,49.1
Employee_1192,Department_B,54.2
Employee_1193,Department_D,45.7
Employee_1194,Department_D,66.5
Employee_1195,Department_D,49.6
Employee_1196,Department_A,45.0
Employee_1197,Department_A,32.0
Employee_1198,Department_C,44.6
Employee_1199,Department_A,40.5
Employee_1200,Department_C,33.3
Employee_1201,Department_C,31.5
Employee_1202,Department_C,69.4
Employee_1203,Department_D,44.1
Employee_1204,Department_C,24.0
Employee_1205,Department_A,34.3
Employee_1206,Department_A,41.4
Employee_1207,Department_C,46.0
Employee_1208,Department_B,51.1
Employee_1209,Department_A,49.4
Employee_1210,Department_B,37.9
Employee_1211,Department_C,43.7
Employee_1212,Department_D,37.4
Employee_1213,Department_C,33.2
Employee_1214,Department_B,34.9
Employee_1215,Department_A,28.9
Employee_1216,Department_B,56.7
Employee_1217,Department_B,52.6
Employee_1218,Department_C,50.7
Employee_1219,Department_C,40.4
Employee_1220,Department_A,50.5
Employee_1221,Department_A,22.6
Employee_1222,Department_A,51.5
Employee_1223,Department_D,48.9
Employee_1224,Department_C,46.9
Employee_1225,Department_A,46.2
Employee_1226,Department_D,36.1
Employee_1227,Department_B,28.5
Employee_1228,Department_B,37.2
Employee_1229,Department_D,53.2
Employee_1230,Department_A,49.6
Employee_1231,Department_A,27.0
Employee_1232,Department_C,29.2
Employee_1233,Department_A,34.0
Employee_1234,Department_C,36.1
Employee_1235,Department_A,27.0
Employee_1236,Department_A,26.4
Employee_1237,Department_A,33.0
Employee_1238,Department_B,45.9
Employee_1239,Department_A,29.0
Employee_1240,Department_A,40.7
Employee_1241,Department_D,58.6
Employee_1242,Department_B,30.7
Employee_1243,Department_B,42.7
Employee_1244,Department_A,53.3
Employee_1245,Department_B,40.4
Employee_1246,Department_A,35.7
Employee_1247,Department_C,52.8
Employee_1248,Department_A,38.6
Employee_1249,Department_D,59.1
Employee_1250,Department_D,51.7
Employee_1251,Department_A,38.2
Employee_1252,Department_A,47.3
Employee_1253,Department_A,45.5
Employee_1254,Department_C,51.2
Employee_1255,Department_A,36.0
Employee_1256,Department_D,47.5
Employee_1257,Department_C,39.3
Employee_1258,Department_D,54.7
Employee_1259,Department_B,33.7
Employee_1260,Department_D,58.2
Employee_1261,Department_A,47.1
Employee_1262,Department_B,30.5
Employee_1263,Department_B,58.3
Employee_1264,Department_D,71.6
Employee_1265,Department_C,51.0
Employee_1266,Department_D,62.7
Employee_1267,Department_A,42.9
Employee_1268,Department_D,28.7
Employee_1269,Department_B,24.7
Employee_1270,Department_B,47.8
Employee_1271,Department_D,40.5
Employee_1272,Department_B,34.9
Employee_1273,Department_B,44.3
Employee_1274,Department_C,46.8
Employee_1275,Department_A,26.0
Employee_1276,Department_B,40.1
Employee_1277,Department_A,58.6
Employee_1278,Department_A,30.2
Employee_1279,Department_D,56.6
Employee_1280,Department_C,34.7
Employee_1281,Department_B,51.0
Employee_1282,Department_B,57.1
Employee_1283,Department_B,53.2
Employee_1284,Department_C,50.0
Employee_1285,Department_D,34.3
Employee_1286,Department_D,59.3
Employee_1287,Department_B,35.6
Employee_1288,Department_B,47.9
Employee_1289,Department_B,47.8
Employee_1290,Department_C,45.3
Employee_1291,Department_B,48.7
Employee_1292,Department_C,30.7
Employee_1293,Department_C,25.2
Employee_1294,Department_B,54.6
Employee_1295,Department_B,47.0
Employee_1296,Department_B,57.6
Employee_1297,Department_A,41.5
Employee_1298,Department_A,26.5
Employee_1299,Department_C,50.6
Employee_1300,Department_B,40.9
Employee_1301,Department_A,45.8
Employee_1302,Department_C,32.9
Employee_1303,Department_C,58.1
Employee_1304,Department_A,32.4
Employee_1305,Department_D,43.3
Employee_1306,Department_D,48.2
Employee_1307,Department_C,28.0
Employee_1308,Department_C,43.6
Employee_1309,Department_A,59.7
Employee_1310,Department_D,41.6
Employee_1311,Department_B,49.3
Employee_1312,Department_D,16.8
Employee_1313,Department_C,39.6
Employee_1314,Department_A,38.6
Employee_1315,Department_A,33.0
Employee_1316,Department_C,51.9
Employee_1317,Department_C,36.4
Employee_1318,Department_A,40.0
Employee_1319,Department_C,35.9
Employee_1320,Department_D,25.9
Employee_1321,Department_B,32.5
Employee_1322,Department_B,55.6
Employee_1323,Department_A,18.8
Employee_1324,Department_C,31.6
Employee_1325,Department_B,40.6
Employee_1326,Department_D,66.2
Employee_1327,Department_B,53.5
Employee_1328,Department_C,33.9
Employee_1329,Department_A,56.3
Employee_1330,Department_A,33.9
Employee_1331,Department_C,51.1
Employee_1332,Department_B,30.1
Employee_1333,Department_B,56.8
Employee_1334,Department_D,42.5
Employee_1335,Department_D,35.7
Employee_1336,Department_D,44.6
Employee_1337,Department_A,45.1
Employee_1338,Department_C,34.6
Employee_1339,Department_D,53.1
Employee_1340,Department_B,38.6
Employee_1341,Department_A,48.8
Employee_1342,Department_D,51.9
Employee_1343,Department_B,44.3
Employee_1344,Department_C,35.1
Employee_1345,Department_D,48.7
Employee_1346,Department_C,46.1
Employee_1347,Department_B,67.7
Employee_1348,Department_B,55.3
Employee_1349,Department_B,55.7
Employee_1350,Department_A,76.0
Employee_1351,Department_C,45.7
Employee_1352,Department_D,52.3
Employee_1353,Department_A,49.7
Employee_1354,Department_B,33.9
Employee_1355,Department_D,42.1
Employee_1356,Department_A,36.4
Employee_1357,Department_B,52.1
Employee_1358,Department_B,43.1
Employee_1359,Department_C,41.5
Employee_1360,Department_A,54.0
Employee_1361,Department_C,49.5
Employee_1362,Department_B,43.2
Employee_1363,Department_C,32.6
Employee_1364,Department_A,54.5
Employee_1365,Department_B,53.5
Employee_1366,Department_B,27.3
Employee_1367,Department_A,38.6
Employee_1368,Department_A,43.8
Employee_1369,Department_A,50.6
Employee_1370,Department_B,55.0
Employee_1371,Department_A,45.1
Employee_1372,Department_D,53.4
Employee_1373,Department_B,45.7
Employee_1374,Department_D,39.6
Employee_1375,Department_D,44.1
Employee_1376,Department_A,42.2
Employee_1377,Department_C,39.6
Employee_1378,Department_D,26.3
Employee_1379,Department_C,35.6
Employee_1380,Department_B,45.6
Employee_1381,Department_B,41.9
Employee_1382,Department_A,39.3
Employee_1383,Department_B,50.4
Employee_1384,Department_D,35.1
Employee_1385,Department_D,29.1
Employee_1386,Department_A,38.2
Employee_1387,Department_C,48.4
Employee_1388,Department_B,63.6
Employee_1389,Department_D,55.6
Employee_1390,Department_A,25.8
Employee_1391,Department_D,44.4
Employee_1392,Department_D,49.8
Employee_1393,Department_A,44.0
Employee_1394,Department_A,47.9
Employee_1395,Department_D,36.9
Employee_1396,Department_A,42.7
Employee_1397,Department_B,49.6
Employee_1398,Department_D,56.1
Employee_1399,Department_C,31.1
Employee_1400,Department_B,41.2
Employee_1401,Department_B,15.3
Employee_1402,Department_A,35.2
Employee_1403,Department_D,41.2
Employee_1404,Department_B,33.8
Employee_1405,Department_A,43.8
Employee_1406,Department_A,41.4
Employee_1407,Department_D,22.1
Employee_1408,Department_A,44.4
Employee_1409,Department_D,36.8
Employee_1410,Department_C,45.3
Employee_1411,Department_D,32.9
Employee_1412,Department_D,47.3
Employee_1413,Department_D,43.9
Employee_1414,Department_D,50.3
Employee_1415,Department_A,43.4
Employee_1416,Department_C,37.2
Employee_1417,Department_B,28.1
Employee_1418,Department_B,28.8
Employee_1419,Department_D,40.6
Employee_1420,Department_D,46.9
Employee_1421,Department_C,33.3
Employee_1422,Department_B,51.9
Employee_1423,Department_B,41.9
Employee_1424,Department_B,34.4
Employee_1425,Department_B,41.9
Employee_1426,Department_B,47.5
Employee_1427,Department_A,45.6
Employee_1428,Department_A,62.7
Employee_1429,Department_C,32.6
Employee_1430,Department_B,44.2
Employee_1431,Department_D,51.7
Employee_1432,Department_C,39.7
Employee_1433,Department_A,36.5
Employee_1434,Department_A,25.0
Employee_1435,Department_A,36.4
Employee_1436,Department_D,35.2
Employee_1437,Department_A,23.0
Employee_1438,Department_B,36.2
Employee_1439,Department_D,35.5
Employee_1440,Department_D,53.4
Employee_1441,Department_A,48.6
Employee_1442,Department_A,32.1
Employee_1443,Department_A,39.1
Employee_1444,Department_A,21.6
Employee_1445,Department_A,36.6
Employee_1446,Department_C,44.4
Employee_1447,Department_D,56.1
Employee_1448,Department_B,37.2
Employee_1449,Department_C,51.6
Employee_1450,Department_A,25.3
Employee_1451,Department_D,33.3
Employee_1452,Department_C,47.8
Employee_1453,Department_D,65.4
Employee_1454,Department_D,52.4
Employee_1455,Department_B,44.6
Employee_1456,Department_A,17.9
Employee_1457,Department_A,19.8
Employee_1458,Department_B,46.4
Employee_1459,Department_D,43.1
Employee_1460,Department_B,32.8
Employee_1461,Department_C,40.7
Employee_1462,Department_B,46.3
Employee_1463,Department_A,52.4
Employee_1464,Department_B,46.5
Employee_1465,Department_C,53.5
Employee_1466,Department_C,40.1
Employee_1467,Department_B,43.7
Employee_1468,Department_A,53.7
Employee_1469,Department_C,29.2
Employee_1470,Department_A,73.0
Employee_1471,Department_D,51.1
Employee_1472,Department_A,46.2
Employee_1473,Department_A,47.8
Employee_1474,Department_B,65.6
Employee_1475,Department_B,53.7
Employee_1476,Department_B,27.3
Employee_1477,Department_B,60.4
Employee_1478,Department_D,43.3
Employee_1479,Department_B,46.2
Employee_1480,Department_B,30.9
Employee_1481,Department_B,50.8
Employee_1482,Department_A,34.8
Employee_1483,Department_C,41.1
Employee_1484,Department_A,38.9
Employee_1485,Department_C,61.2
Employee_1486,Department_A,63.8
Employee_1487,Department_D,47.5
Employee_1488,Department_B,45.7
Employee_1489,Department_D,42.9
Employee_1490,Department_B,57.2
Employee_1491,Department_A,38.4
Employee_1492,Department_D,42.4
Employee_1493,Department_C,50.8
Employee_1494,Department_C,34.1
Employee_1495,Department_B,44.6
Employee_1496,Department_C,22.6
Employee_1497,Department_D,54.7
Employee_1498,Department_C,61.3
Employee_1499,Department_B,52.9
Employee_1500,Department_C,56.1
Employee_1501,Department_C,30.7
Employee_1502,Department_D,49.6
Employee_1503,Department_B,34.6
Employee_1504,Department_B,42.5
Employee_1505,Department_D,55.5
Employee_1506,Department_B,46.1
Employee_1507,Department_C,24.5
Employee_1508,Department_B,30.5
Employee_1509,Department_A,26.8
Employee_1510,Department_C,45.4
Employee_1511,Department_A,64.7
Employee_1512,Department_A,57.0
Employee_1513,Department_C,19.1
Employee_1514,Department_C,55.6
Employee_1515,Department_D,57.3
Employee_1516,Department_A,25.0
Employee_1517,Department_A,38.7
Employee_1518,Department_D,59.1
Employee_1519,Department_A,48.1
Employee_1520,Department_A,27.6
Employee_1521,Department_A,48.7
Employee_1522,Department_B,21.5
Employee_1523,Department_D,44.5
Employee_1524,Department_C,52.5
Employee_1525,Department_C,40.2
Employee_1526,Department_A,36.5
Employee_1527,Department_B,54.8
Employee_1528,Department_B,55.7
Employee_1529,Department_A,56.4
Employee_1530,Department_A,51.6
Employee_1531,Department_B,56.9
Employee_1532,Department_A,50.1
Employee_1533,Department_C,42.9
Employee_1534,Department_C,41.0
Employee_1535,Department_A,39.4
Employee_1536,Department_B,31.7
Employee_1537,Department_C,29.5
Employee_1538,Department_C,36.9
Employee_1539,Department_D,49.7
Employee_1540,Department_B,60.8
Employee_1541,Department_D,46.5
Employee_1542,Department_A,53.0
Employee_1543,Department_B,56.9
Employee_1544,Department_A,39.5
Employee_1545,Department_B,51.5
Employee_1546,Department_B,42.3
Employee_1547,Department_A,56.5
Employee_1548,Department_C,47.0
Employee_1549,Department_B,31.9
Employee_1550,Department_A,43.8
Employee_1551,Department_A,60.1
Employee_1552,Department_B,43.0
Employee_1553,Department_B,49.9
Employee_1554,Department_B,51.0
Employee_1555,Department_A,30.6
Employee_1556,Department_C,45.6
Employee_1557,Department_D,31.7
Employee_1558,Department_B,38.1
Employee_1559,Department_C,51.8
Employee_1560,Department_D,50.9
Employee_1561,Department_D,43.7
Employee_1562,Department_C,44.9
Employee_1563,Department_D,46.3
Employee_1564,Department_D,47.1
Employee_1565,Department_C,47.2
Employee_1566,Department_B,37.0
Employee_1567,Department_A,42.4
Employee_1568,Department_A,38.6
Employee_1569,Department_B,27.6
Employee_1570,Department_B,34.9
Employee_1571,Department_B,62.3
Employee_1572,Department_C,44.2
Employee_1573,Department_C,25.4
Employee_1574,Department_D,30.1
Employee_1575,Department_A,40.8
Employee_1576,Department_A,59.2
Employee_1577,Department_C,37.9
Employee_1578,Department_D,61.4
Employee_1579,Department_D,50.9
Employee_1580,Department_D,52.2
Employee_1581,Department_D,32.3
Employee_1582,Department_B,55.3
Employee_1583,Department_B,41.3
Employee_1584,Department_A,51.5
Employee_1585,Department_C,31.0
Employee_1586,Department_D,48.9
Employee_1587,Department_B,48.9
Employee_1588,Department_C,38.3
Employee_1589,Department_A,46.4
Employee_1590,Department_A,39.1
Employee_1591,Department_A,34.9
Employee_1592,Department_A,59.7
Employee_1593,Department_D,58.5
Employee_1594,Department_B,36.6
Employee_1595,Department_D,53.3
Employee_1596,Department_C,31.8
Employee_1597,Department_A,29.0
Employee_1598,Department_A,53.4
Employee_1599,Department_D,28.3
Employee_1600,Department_A,52.2
Employee_1601,Department_D,44.2
Employee_1602,Department_A,39.7
Employee_1603,Department_C,44.5
Employee_1604,Department_D,53.4
Employee_1605,Department_A,32.9
Employee_1606,Department_A,49.9
Employee_1607,Department_D,48.2
Employee_1608,Department_A,28.2
Employee_1609,Department_B,43.1
Employee_1610,Department_B,60.2
Employee_1611,Department_A,60.4
Employee_1612,Department_C,47.9
Employee_1613,Department_C,26.9
Employee_1614,Department_B,50.4
Employee_1615,Department_D,56.4
Employee_1616,Department_A,50.0
Employee_1617,Department_A,50.6
Employee_1618,Department_C,44.0
Employee_1619,Department_D,46.2
Employee_1620,Department_A,35.3
Employee_1621,Department_A,21.1
Employee_1622,Department_B,48.7
Employee_1623,Department_D,49.0
Employee_1624,Department_A,48.1
Employee_1625,Department_B,30.3
Employee_1626,Department_C,47.1
Employee_1627,Department_B,67.6
Employee_1628,Department_A,42.9
Employee_1629,Department_A,41.3
Employee_1630,Department_B,48.4
Employee_1631,Department_B,67.4
Employee_1632,Department_D,35.7
Employee_1633,Department_C,42.2
Employee_1634,Department_C,31.2
Employee_1635,Department_D,41.0
Employee_1636,Department_B,44.5
Employee_1637,Department_B,59.8
Employee_1638,Department_D,66.8
Employee_1639,Department_A,46.9
Employee_1640,Department_C,35.9
Employee_1641,Department_C,67.4
Employee_1642,Department_A,37.3
Employee_1643,Department_B,38.7
Employee_1644,Department_A,22.5
Employee_1645,Department_A,57.4
Employee_1646,Department_B,55.7
Employee_1647,Department_A,68.6
Employee_1648,Department_C,24.7
Employee_1649,Department_D,63.0
Employee_1650,Department_D,47.8
Employee_1651,Department_A,50.9
Employee_1652,Department_A,23.9
Employee_1653,Department_A,58.1
Employee_1654,Department_A,50.7
Employee_1655,Department_D,46.6
Employee_1656,Department_B,52.1
Employee_1657,Department_A,33.6
Employee_1658,Department_D,40.6
Employee_1659,Department_B,39.9
Employee_1660,Department_A,21.6
Employee_1661,Department_A,51.5
Employee_1662,Department_C,53.1
Employee_1663,Department_C,32.3
Employee_1664,Department_A,45.8
Employee_1665,Department_D,44.1
Employee_1666,Department_D,50.6
Employee_1667,Department_D,40.1
Employee_1668,Department_A,32.3
Employee_1669,Department_A,53.6
Employee_1670,Department_D,46.3
Employee_1671,Department_B,67.2
Employee_1672,Department_C,40.5
Employee_1673,Department_C,29.8
Employee_1674,Department_A,55.5
Employee_1675,Department_C,46.9
Employee_1676,Department_D,55.0
Employee_1677,Department_C,53.1
Employee_1678,Department_B,37.8
Employee_1679,Department_D,45.6
Employee_1680,Department_B,43.1
Employee_1681,Department_C,25.8
Employee_1682,Department_D,44.1
Employee_1683,Department_C,54.7
Employee_1684,Department_A,44.6
Employee_1685,Department_A,27.2
Employee_1686,Department_A,24.9
Employee_1687,Department_B,63.3
Employee_1688,Department_B,44.0
Employee_1689,Department_C,32.9
Employee_1690,Department_B,42.0
Employee_1691,Department_C,23.7
Employee_1692,Department_D,62.7
Employee_1693,Department_A,37.7
Employee_1694,Department_C,55.0
Employee_1695,Department_C,40.6
Employee_1696,Department_B,60.7
Employee_1697,Department_A,44.8
Employee_1698,Department_C,49.4
Employee_1699,Department_D,54.9
Employee_1700,Department_C,46.9
Employee_1701,Department_D,50.8
Employee_1702,Department_D,44.4
Employee_1703,Department_B,66.1
Employee_1704,Department_C,30.0
Employee_1705,Department_B,45.0
Employee_1706,Department_D,47.2
Employee_1707,Department_A,46.4
Employee_1708,Department_B,40.3
Employee_1709,Department_D,50.5
Employee_1710,Department_A,40.1
Employee_1711,Department_C,22.6
Employee_1712,Department_B,45.1
Employee_1713,Department_D,34.9
Employee_1714,Department_D,27.9
Employee_1715,Department_B,46.5
Employee_1716,Department_C,45.4
Employee_1717,Department_B,50.8
Employee_1718,Department_C,46.2
Employee_1719,Department_C,18.7
Employee_1720,Department_D,32.0
Employee_1721,Department_A,63.7
Employee_1722,Department_A,30.5
Employee_1723,Department_C,46.7
Employee_1724,Department_C,32.4
Employee_1725,Department_B,45.9
Employee_1726,Department_A,35.0
Employee_1727,Department_B,51.2
Employee_1728,Department_D,48.5
Employee_1729,Department_A,37.1
Employee_1730,Department_B,33.4
Employee_1731,Department_D,49.9
Employee_1732,Department_A,28.7
Employee_1733,Department_C,44.7
Employee_1734,Department_A,70.9
Employee_1735,Department_D,61.9
Employee_1736,Department_C,47.9
Employee_1737,Department_D,46.1
Employee_1738,Department_A,20.7
Employee_1739,Department_B,30.5
Employee_1740,Department_C,54.1
Employee_1741,Department_A,33.3
Employee_1742,Department_A,34.3
Employee_1743,Department_A,40.2
Employee_1744,Department_D,35.3
Employee_1745,Department_C,26.5
Employee_1746,Department_C,39.4
Employee_1747,Department_C,30.2
