household_id,region,monthly_spending_usd
Household_0932,Region_B,260.3
Household_0933,Region_B,225.8
Household_0934,Region_C,245.5
Household_0935,Region_C,334.9
Household_0936,Region_A,313.2
Household_0937,Region_D,280.8
Household_0938,Region_A,314.1
Household_0939,Region_D,224.1
Household_0940,Region_A,281.8
Household_0941,Region_A,288.1
Household_0942,Region_D,262.2
Household_0943,Region_A,304.0
Household_0944,Region_B,242.1
Household_0945,Region_B,313.0
Household_0946,Region_A,310.4
Household_0947,Region_C,115.6
Household_0948,Region_D,353.5
Household_0949,Region_D,120.4
Household_0950,Region_B,251.1
Household_0951,Region_C,332.4
Household_0952,Region_A,262.5
Household_0953,Region_A,199.4
Household_0954,Region_A,219.8
Household_0955,Region_D,344.5
Household_0956,Region_D,182.3
Household_0957,Region_C,338.1
Household_0958,Region_B,282.0
Household_0959,Region_B,219.4
Household_0960,Region_B,252.9
Household_0961,Region_C,220.1
Household_0962,Region_B,332.6
Household_0963,Region_A,320.3
Household_0964,Region_A,185.4
Household_0965,Region_D,265.8
Household_0966,Region_B,237.5
Household_0967,Region_D,359.1
Household_0968,Region_A,205.7
Household_0969,Region_C,364.2
Household_0970,Region_A,278.2
Household_0971,Region_A,216.1
Household_0972,Region_A,242.7
Household_0973,Region_A,235.9
Household_0974,Region_D,217.9
Household_0975,Region_B,290.2
Household_0976,Region_C,208.5
Household_0977,Region_B,165.1
Household_0978,Region_B,264.1
Household_0979,Region_C,176.8
Household_0980,Region_A,238.6
Household_0981,Region_D,238.0
Household_0982,Region_D,240.1
Household_0983,Region_C,386.1
Household_0984,Region_B,288.1
Household_0985,Region_A,293.5
Household_0986,Region_D,190.3
Household_0987,Region_B,249.0
Household_0988,Region_A,291.8
Household_0989,Region_B,228.7
Household_0990,Region_C,325.9
Household_0991,Region_C,209.9
Household_0992,Region_C,260.2
Household_0993,Region_C,243.8
Household_0994,Region_A,289.0
Household_0995,Region_D,252.8
Household_0996,Region_B,270.1
Household_0997,Region_C,263.0
Household_0998,Region_A,239.6
Household_0999,Region_D,314.7
Household_1000,Region_B,298.1
